Cliente_ID,Tarjeta_ID,Tipo_Tarjeta,Banco_Emisor,Límite_Crédito
304,69,Débito,Banco C,43826.81
933,2520,Débito,Banco A,46596.37
1386,343,Débito,Banco C,3522.28
1443,2395,Crédito,Banco A,47306.8
2271,1968,Crédito,Banco A,36192.4
2203,591,Crédito,Banco B,39189.42
1636,770,Débito,Banco C,40410.94
1817,553,Crédito,Banco B,2456.14
399,1547,Crédito,Banco B,23912.32
538,768,Crédito,Banco B,33599.69
66,1278,Débito,Banco C,37129.71
2911,1109,Débito,Banco B,13605.83
429,2009,Débito,Banco A,1892.37
1377,2821,Débito,Banco B,35831.36
1727,2041,Débito,Banco A,37884.57
2184,1039,Crédito,Banco A,27046.26
1925,1547,Crédito,Banco C,12947.76
1632,1379,Crédito,Banco B,49873.82
860,1018,Débito,Banco A,13667.0
745,1737,Crédito,Banco A,9672.95
1009,735,Crédito,Banco A,32182.7
1849,99,Crédito,Banco A,15418.88
2783,732,Crédito,Banco A,14941.65
2325,1837,Crédito,Banco B,1266.03
2351,2311,Crédito,Banco B,39337.79
505,1738,Débito,Banco C,39817.83
1480,2691,Débito,Banco A,36934.47
2212,2348,Crédito,Banco A,17857.49
46,2249,Crédito,Banco C,13080.8
459,2702,Débito,Banco C,38806.78
2835,2762,Crédito,Banco B,28238.02
2769,1694,Débito,Banco B,32413.21
854,192,Crédito,Banco B,42336.98
1659,1589,Crédito,Banco B,19059.04
90,2849,Crédito,Banco C,17387.65
2149,2094,Crédito,Banco A,10613.7
430,2305,Crédito,Banco A,46731.82
2860,1750,Débito,Banco A,16008.7
803,1947,Débito,Banco C,45324.11
2611,1998,Débito,Banco B,33134.45
2468,2864,Débito,Banco A,16200.69
2438,1959,Débito,Banco C,12917.75
2255,359,Débito,Banco C,19539.76
2702,1635,Crédito,Banco B,24791.12
2940,1031,Crédito,Banco B,8970.86
1785,154,Débito,Banco A,8432.65
2350,1179,Crédito,Banco C,4674.18
122,1865,Crédito,Banco A,37665.89
514,1651,Débito,Banco A,7299.67
1601,1340,Crédito,Banco C,37788.45
261,1311,Débito,Banco A,23258.45
2338,1675,Crédito,Banco A,24613.86
170,1958,Débito,Banco B,18847.74
2772,497,Crédito,Banco B,24538.5
2694,2998,Débito,Banco C,9277.12
1870,1806,Crédito,Banco A,41078.51
1992,1355,Débito,Banco A,4135.09
1037,576,Débito,Banco B,32515.83
1188,2909,Crédito,Banco B,6401.24
956,281,Débito,Banco B,36666.36
2718,2878,Crédito,Banco A,20688.45
2011,744,Débito,Banco C,14070.75
66,2947,Crédito,Banco B,7902.5
2611,204,Crédito,Banco A,14142.13
563,2836,Débito,Banco C,29869.98
969,2891,Débito,Banco A,27793.88
1043,477,Crédito,Banco B,14567.46
153,2922,Débito,Banco C,16681.17
2294,900,Débito,Banco B,24406.62
1451,1001,Crédito,Banco A,12331.72
2342,44,Crédito,Banco C,14164.0
1806,989,Débito,Banco B,27531.92
368,1689,Crédito,Banco A,42340.01
105,2167,Débito,Banco C,22426.16
2161,2268,Crédito,Banco B,45095.13
1233,1910,Débito,Banco C,49305.72
2616,2168,Débito,Banco A,14526.55
1997,187,Débito,Banco C,3309.65
1013,565,Débito,Banco B,1619.93
1794,1266,Crédito,Banco A,29013.92
2503,461,Débito,Banco B,29290.37
129,599,Crédito,Banco A,31028.12
2142,2123,Débito,Banco A,7478.52
1441,1598,Débito,Banco A,48501.5
2693,2434,Crédito,Banco A,44342.82
311,2370,Débito,Banco A,37166.6
2073,2063,Crédito,Banco B,28255.09
268,2253,Débito,Banco A,3071.34
580,2392,Crédito,Banco B,26220.5
2066,698,Débito,Banco A,40978.95
681,151,Débito,Banco B,28500.21
2072,1511,Crédito,Banco A,4491.31
344,1729,Débito,Banco B,6325.88
799,2043,Crédito,Banco C,9682.53
83,1645,Crédito,Banco B,33977.72
582,1073,Crédito,Banco B,35303.74
540,801,Débito,Banco C,26506.8
576,1699,Débito,Banco C,43855.55
1058,972,Crédito,Banco B,8756.89
1870,2019,Crédito,Banco A,949.19
704,313,Crédito,Banco B,38790.21
702,1170,Crédito,Banco B,26557.24
964,1926,Crédito,Banco C,31628.75
2639,2723,Débito,Banco A,12474.99
1902,198,Crédito,Banco A,11290.37
1931,870,Crédito,Banco A,24617.97
96,2407,Crédito,Banco C,31914.32
277,2864,Crédito,Banco C,1148.76
2596,2559,Crédito,Banco C,28072.33
509,152,Débito,Banco C,41629.02
1579,511,Débito,Banco A,7887.44
1146,1041,Crédito,Banco C,736.01
161,1606,Débito,Banco C,9823.79
1230,2398,Débito,Banco B,28791.13
1839,2683,Crédito,Banco A,15710.43
165,348,Crédito,Banco C,29740.75
756,2647,Crédito,Banco C,10371.67
1623,497,Crédito,Banco A,33685.61
308,158,Débito,Banco C,4773.86
345,2104,Débito,Banco B,6999.03
401,2498,Crédito,Banco C,29505.47
1320,1980,Crédito,Banco B,39467.29
120,999,Débito,Banco B,40559.73
1279,1228,Débito,Banco B,13910.3
2387,1319,Crédito,Banco C,40927.15
2967,1184,Débito,Banco C,44782.77
1919,1117,Crédito,Banco A,28485.76
793,594,Crédito,Banco B,1802.85
2463,2040,Débito,Banco A,24633.41
321,2254,Débito,Banco B,31965.33
59,1666,Crédito,Banco B,24532.09
2469,1813,Débito,Banco A,11298.5
2250,2657,Débito,Banco C,40954.5
984,1807,Débito,Banco A,38888.38
2327,1986,Crédito,Banco C,16062.98
2355,1964,Débito,Banco C,16505.44
835,1193,Crédito,Banco C,48770.58
1096,371,Crédito,Banco B,23032.1
348,476,Débito,Banco B,46184.21
1174,2765,Crédito,Banco A,45565.79
189,1711,Crédito,Banco C,31618.02
1009,1294,Crédito,Banco A,35402.5
2575,2152,Crédito,Banco A,27723.38
2125,2266,Débito,Banco A,14574.21
2202,1924,Débito,Banco A,4100.1
1492,1372,Débito,Banco B,2250.04
2322,2374,Crédito,Banco B,28834.36
353,2251,Débito,Banco C,47420.93
672,379,Débito,Banco C,49396.8
2473,513,Débito,Banco B,23106.26
97,2920,Crédito,Banco B,28081.48
812,1446,Crédito,Banco B,10165.61
2911,71,Débito,Banco C,22118.64
2451,1789,Débito,Banco A,35059.74
1708,1894,Débito,Banco A,22650.41
2287,2911,Débito,Banco A,619.73
922,152,Débito,Banco C,11210.12
1811,1287,Débito,Banco C,46798.38
2356,733,Débito,Banco C,21840.85
54,878,Crédito,Banco B,15441.13
2882,2215,Crédito,Banco A,26357.83
1473,2085,Crédito,Banco B,4936.37
1115,2261,Débito,Banco C,2238.34
25,2403,Crédito,Banco B,48181.28
558,831,Crédito,Banco A,20889.18
576,60,Crédito,Banco B,5475.75
2065,911,Débito,Banco C,25690.78
715,1047,Crédito,Banco A,45790.3
948,1085,Débito,Banco C,34730.71
1292,1164,Débito,Banco C,5075.47
1370,30,Crédito,Banco B,13845.0
264,1033,Débito,Banco C,26416.56
1683,1321,Débito,Banco C,41016.26
183,2927,Débito,Banco B,28392.72
638,1899,Débito,Banco B,7474.46
2054,2813,Crédito,Banco B,21384.6
221,1940,Crédito,Banco C,49581.96
1316,869,Débito,Banco A,39662.06
598,344,Débito,Banco B,10817.34
1740,2453,Débito,Banco B,29208.21
2915,1817,Crédito,Banco B,17556.69
1230,875,Crédito,Banco B,27401.13
2783,2551,Crédito,Banco C,41551.36
1623,1919,Crédito,Banco B,14706.35
2613,1373,Débito,Banco B,28940.39
836,2029,Crédito,Banco A,33045.51
2027,2978,Débito,Banco B,39846.43
897,1954,Débito,Banco C,14024.26
815,2561,Crédito,Banco C,23216.96
1838,422,Débito,Banco C,21045.57
6,2379,Débito,Banco A,47630.26
2507,2101,Débito,Banco A,22380.5
937,1588,Crédito,Banco C,29484.81
1343,2206,Débito,Banco C,1160.49
1361,518,Débito,Banco B,12140.56
256,2492,Débito,Banco A,25803.19
1218,796,Débito,Banco A,46707.52
1521,987,Débito,Banco B,20149.25
143,1843,Crédito,Banco A,28658.07
2274,407,Débito,Banco A,28541.83
383,894,Débito,Banco C,45979.12
117,1714,Débito,Banco B,27848.49
65,1391,Débito,Banco B,591.39
155,1081,Débito,Banco C,3405.0
298,2571,Débito,Banco A,37468.43
2703,1505,Crédito,Banco A,24778.84
481,2396,Crédito,Banco A,21121.73
395,2549,Débito,Banco B,16254.18
932,1308,Crédito,Banco B,44383.27
1490,1423,Débito,Banco C,13894.96
402,2404,Débito,Banco B,24800.75
1981,1905,Débito,Banco B,48451.48
1396,1943,Débito,Banco A,33520.88
135,2423,Crédito,Banco C,1083.51
1058,278,Débito,Banco C,21307.02
720,1245,Débito,Banco A,12375.6
2024,1948,Débito,Banco A,40591.94
1818,388,Débito,Banco B,47970.22
733,1249,Crédito,Banco A,20441.2
2481,677,Crédito,Banco C,49407.97
2326,1791,Crédito,Banco B,31435.11
1285,73,Crédito,Banco C,27515.52
2971,1028,Débito,Banco C,30833.93
1500,1120,Débito,Banco C,6232.62
96,2919,Crédito,Banco A,49794.07
2646,773,Crédito,Banco A,11163.78
759,2007,Crédito,Banco A,818.62
1242,2071,Débito,Banco B,5148.25
2909,2693,Crédito,Banco B,49643.37
1313,1101,Crédito,Banco A,3843.94
2486,2119,Crédito,Banco B,15724.33
2514,2347,Débito,Banco C,1582.91
1753,209,Crédito,Banco C,26040.97
2009,2944,Débito,Banco A,19329.36
789,1909,Crédito,Banco B,43792.08
1097,1675,Crédito,Banco C,26583.37
779,2011,Crédito,Banco B,23301.17
704,2681,Crédito,Banco A,15107.98
917,1650,Débito,Banco A,47585.84
2335,1528,Débito,Banco B,35325.68
2437,2134,Débito,Banco A,27251.2
1110,896,Crédito,Banco B,2730.17
1966,2472,Crédito,Banco B,34372.56
1297,2988,Débito,Banco B,22615.51
1516,2195,Débito,Banco C,33368.05
547,375,Crédito,Banco B,40669.81
2586,1671,Débito,Banco B,6590.39
186,1072,Débito,Banco B,27260.95
2670,2493,Crédito,Banco B,27657.2
469,2107,Crédito,Banco A,25713.31
2800,2607,Crédito,Banco A,36921.32
2641,300,Débito,Banco B,4851.01
1424,1782,Débito,Banco A,12311.54
285,2598,Crédito,Banco B,9789.92
542,2440,Crédito,Banco B,41563.14
1575,1726,Crédito,Banco C,40503.77
2026,2836,Crédito,Banco C,18265.06
1934,2957,Crédito,Banco A,1964.91
734,964,Crédito,Banco C,27192.12
8,1147,Crédito,Banco C,22295.23
979,1622,Crédito,Banco A,40470.9
1451,2712,Débito,Banco A,30024.95
2345,1874,Débito,Banco C,17129.27
2963,2653,Débito,Banco C,20993.51
473,2444,Crédito,Banco B,49440.38
1171,2034,Débito,Banco B,48331.81
255,2496,Crédito,Banco C,747.1
117,2830,Crédito,Banco B,17846.94
2322,1467,Crédito,Banco A,27249.65
2309,265,Débito,Banco C,34738.14
329,2394,Crédito,Banco A,1666.03
1490,390,Crédito,Banco A,15207.05
1376,1021,Débito,Banco C,5845.64
1309,461,Débito,Banco A,2741.75
1903,1603,Crédito,Banco A,5899.46
2077,1657,Débito,Banco A,35634.63
1175,557,Débito,Banco C,27432.44
369,96,Débito,Banco B,41953.45
1445,3,Crédito,Banco C,44522.85
1879,2057,Débito,Banco C,8950.16
2459,2034,Débito,Banco C,2784.51
2962,1868,Crédito,Banco A,40583.33
2113,894,Débito,Banco B,49007.93
1810,2258,Débito,Banco B,20682.59
1190,1900,Débito,Banco B,27011.39
774,509,Crédito,Banco B,27930.15
2301,733,Débito,Banco B,35830.41
2076,2814,Débito,Banco B,31954.57
283,1922,Crédito,Banco C,18763.15
2033,2697,Débito,Banco C,18452.47
1686,178,Crédito,Banco C,2553.81
831,1300,Débito,Banco C,41514.8
1088,1305,Crédito,Banco C,20034.32
2625,1001,Débito,Banco B,33948.31
2316,2059,Débito,Banco C,13668.27
589,2885,Crédito,Banco B,39870.13
65,1397,Débito,Banco B,36233.85
174,1488,Crédito,Banco B,20665.92
2564,135,Crédito,Banco A,49269.72
532,1760,Débito,Banco C,13250.51
2501,210,Débito,Banco A,31275.6
2460,298,Crédito,Banco A,48559.4
1686,2486,Crédito,Banco A,34298.58
1010,482,Crédito,Banco C,29425.64
2833,2198,Débito,Banco B,17504.41
2634,1713,Débito,Banco B,32403.78
621,419,Débito,Banco B,47928.64
2993,2187,Débito,Banco C,35011.47
961,170,Crédito,Banco C,25050.73
2119,292,Débito,Banco B,11745.09
1629,696,Débito,Banco C,33606.75
2101,230,Crédito,Banco A,2829.03
160,254,Débito,Banco C,31725.62
2717,248,Crédito,Banco C,3054.68
1686,86,Débito,Banco B,3358.3
2963,167,Débito,Banco A,21430.33
2368,2982,Débito,Banco C,43193.78
1606,2821,Débito,Banco C,8545.59
2215,2237,Débito,Banco C,40871.69
1266,2840,Crédito,Banco B,32537.26
2824,2949,Crédito,Banco B,20721.84
1437,1127,Débito,Banco C,24760.34
622,2158,Crédito,Banco B,30832.83
2758,2024,Débito,Banco B,48182.63
638,2592,Crédito,Banco A,47671.99
545,1256,Débito,Banco C,44399.2
1558,2689,Débito,Banco A,27986.21
2920,2829,Crédito,Banco B,10438.64
2642,2196,Crédito,Banco B,27304.05
2768,399,Crédito,Banco B,6654.69
12,610,Crédito,Banco C,45378.88
2389,1630,Débito,Banco A,18731.06
1147,2156,Crédito,Banco C,30469.69
1661,1013,Débito,Banco B,30529.82
523,83,Débito,Banco C,23511.32
2273,1439,Crédito,Banco C,43635.59
274,1941,Débito,Banco A,19490.74
667,1631,Crédito,Banco C,48889.27
955,1834,Débito,Banco C,36090.78
2223,913,Crédito,Banco A,42949.84
669,491,Crédito,Banco A,8313.86
2272,1684,Crédito,Banco B,939.23
2638,1797,Débito,Banco C,2012.84
1723,878,Débito,Banco B,8352.95
2516,1760,Débito,Banco C,563.51
729,25,Crédito,Banco B,47947.53
1066,2580,Débito,Banco B,26597.24
1178,2722,Crédito,Banco C,34065.19
497,1046,Débito,Banco C,16716.53
1611,1725,Crédito,Banco A,38870.34
2414,364,Débito,Banco A,30752.5
1243,2772,Débito,Banco B,23017.19
1675,1928,Débito,Banco C,44194.51
2729,1687,Débito,Banco B,25762.57
550,2,Crédito,Banco A,22519.95
2316,192,Crédito,Banco C,26243.71
796,166,Débito,Banco A,34469.35
2254,2309,Crédito,Banco B,5277.96
1520,311,Débito,Banco A,13755.92
1643,668,Crédito,Banco C,47002.88
1719,2548,Débito,Banco A,39466.51
1824,2213,Débito,Banco C,29913.87
1125,480,Débito,Banco C,39431.16
187,1770,Débito,Banco C,28945.34
768,2315,Débito,Banco C,28816.75
1709,1659,Crédito,Banco B,34055.11
2597,1953,Crédito,Banco B,38986.93
2733,2702,Débito,Banco C,44533.57
2716,397,Débito,Banco B,26340.42
275,314,Crédito,Banco C,46486.55
2509,929,Crédito,Banco A,3805.76
1768,2356,Crédito,Banco C,3219.56
1990,949,Crédito,Banco B,46023.84
462,2604,Débito,Banco C,26993.2
2149,2596,Débito,Banco A,48011.68
873,806,Crédito,Banco B,36538.34
1609,11,Crédito,Banco A,1396.11
742,2584,Crédito,Banco B,43709.47
1579,1372,Crédito,Banco A,34960.42
681,202,Crédito,Banco C,24318.27
2529,2268,Débito,Banco A,37783.35
1715,2095,Débito,Banco B,28763.68
2415,544,Débito,Banco A,32412.21
1742,396,Crédito,Banco C,6984.1
2000,1991,Débito,Banco C,47841.12
770,1952,Débito,Banco A,47583.1
737,2950,Crédito,Banco B,28459.7
2577,261,Crédito,Banco A,4006.55
1578,258,Débito,Banco C,3897.41
323,1238,Débito,Banco A,19569.67
2791,516,Crédito,Banco C,25097.33
1473,308,Débito,Banco C,21003.49
2636,2783,Débito,Banco A,38457.99
627,2400,Crédito,Banco C,13286.54
406,252,Débito,Banco A,4250.26
1930,2176,Débito,Banco C,43759.14
1881,2947,Débito,Banco C,23401.71
1679,772,Débito,Banco A,18773.11
1887,1154,Débito,Banco A,40004.36
2821,1917,Crédito,Banco A,8985.41
2097,2670,Débito,Banco B,15825.69
2402,2311,Crédito,Banco C,15998.02
1818,1482,Crédito,Banco A,36811.97
1625,2582,Crédito,Banco C,49333.14
816,285,Débito,Banco C,6525.28
580,2049,Crédito,Banco A,45814.12
1918,46,Crédito,Banco C,19750.36
1167,2755,Débito,Banco B,33980.36
1716,2814,Débito,Banco B,20924.06
1927,2502,Crédito,Banco A,22951.02
2890,205,Crédito,Banco A,44302.29
183,1242,Crédito,Banco C,20274.45
1602,2613,Crédito,Banco C,4877.28
479,1068,Débito,Banco C,38593.93
403,1603,Débito,Banco B,44895.01
1289,1684,Débito,Banco B,45162.17
1755,697,Crédito,Banco C,872.79
238,1612,Crédito,Banco A,24375.74
1790,2189,Débito,Banco B,47295.86
811,2450,Débito,Banco B,48083.4
1054,1236,Débito,Banco B,19357.2
1424,2299,Débito,Banco A,43275.38
1429,495,Débito,Banco A,45176.78
706,680,Crédito,Banco B,8428.16
2224,2004,Crédito,Banco C,38979.68
2112,492,Débito,Banco A,9218.82
446,373,Débito,Banco A,22768.61
2337,1535,Débito,Banco A,27372.15
2323,2254,Crédito,Banco A,27060.61
239,2448,Débito,Banco C,15775.39
1255,460,Crédito,Banco B,29041.39
991,2250,Débito,Banco B,49294.51
1186,1904,Crédito,Banco B,10081.39
144,987,Débito,Banco A,40574.61
2766,2647,Débito,Banco C,15384.55
1802,2537,Crédito,Banco B,11925.63
823,1376,Crédito,Banco A,19765.91
2529,1152,Crédito,Banco C,36568.93
2117,2774,Débito,Banco A,41398.26
781,947,Débito,Banco A,30528.43
2850,815,Débito,Banco C,13235.13
2553,2405,Débito,Banco A,35805.59
316,1692,Débito,Banco A,46295.64
2204,1048,Crédito,Banco B,1473.9
2253,187,Débito,Banco B,6996.09
1359,1798,Crédito,Banco C,5170.34
2328,2304,Débito,Banco B,3443.4
43,1418,Crédito,Banco C,40338.53
1354,1004,Débito,Banco C,35197.5
2979,2902,Débito,Banco A,18966.69
2296,2971,Débito,Banco A,39990.15
1949,2336,Crédito,Banco A,19253.18
1261,2683,Crédito,Banco B,41376.42
2838,2058,Crédito,Banco C,9229.04
421,495,Crédito,Banco B,31219.86
326,1733,Débito,Banco B,29334.45
267,1283,Débito,Banco C,34251.28
2154,2851,Débito,Banco B,17122.71
389,1778,Débito,Banco A,29910.79
2522,2851,Débito,Banco B,4449.15
1084,2025,Crédito,Banco C,12084.51
895,1418,Crédito,Banco B,39971.87
163,2688,Débito,Banco A,14403.91
2644,50,Crédito,Banco B,4569.18
746,2920,Crédito,Banco A,10036.49
2271,1568,Crédito,Banco C,47639.96
660,2972,Crédito,Banco C,38254.22
2087,654,Crédito,Banco B,42984.77
2276,2509,Débito,Banco C,21607.41
353,2622,Crédito,Banco B,3519.53
2262,1123,Crédito,Banco B,27158.94
2784,336,Débito,Banco B,25739.68
1485,2149,Crédito,Banco C,47057.26
1169,1063,Crédito,Banco B,45400.11
1637,1343,Débito,Banco B,45489.02
2745,982,Débito,Banco B,20053.73
2914,1041,Crédito,Banco C,47433.82
2398,1885,Débito,Banco C,41281.95
1730,1388,Crédito,Banco B,11499.43
1516,31,Débito,Banco C,26896.39
1181,1245,Débito,Banco B,14116.41
1578,1688,Débito,Banco C,21898.91
2840,630,Crédito,Banco B,2337.17
1106,1523,Débito,Banco C,9524.19
340,277,Débito,Banco B,11027.46
2573,964,Débito,Banco A,39885.28
261,2737,Crédito,Banco B,1832.72
2292,361,Débito,Banco B,2549.69
1587,1225,Crédito,Banco B,13766.01
1209,364,Débito,Banco A,28006.43
2143,56,Débito,Banco B,47339.7
323,2121,Crédito,Banco B,30528.44
1923,1880,Crédito,Banco B,48133.93
554,1532,Crédito,Banco A,13493.47
2184,2873,Débito,Banco B,1422.11
2906,2282,Crédito,Banco A,46292.9
888,664,Débito,Banco B,16674.99
518,945,Débito,Banco A,11282.25
171,1700,Crédito,Banco C,20195.42
1032,2237,Crédito,Banco C,26679.41
673,509,Débito,Banco C,16344.15
1085,1256,Crédito,Banco B,22168.62
535,1763,Crédito,Banco C,23485.19
2247,229,Crédito,Banco A,44148.93
1871,564,Débito,Banco B,17799.22
505,2420,Crédito,Banco A,16964.78
1262,2129,Débito,Banco C,19566.13
2121,1117,Débito,Banco C,21792.35
403,1832,Débito,Banco B,40356.02
1976,547,Débito,Banco A,15615.2
740,228,Débito,Banco A,42393.14
2806,240,Débito,Banco C,24562.03
1317,2007,Crédito,Banco A,9782.91
1193,1048,Débito,Banco C,12711.23
362,2796,Débito,Banco A,18256.95
1945,1622,Crédito,Banco C,27329.17
2341,740,Débito,Banco A,26847.46
1596,1748,Débito,Banco C,9463.21
2191,2085,Crédito,Banco B,8669.88
175,1072,Crédito,Banco C,30588.08
1885,1446,Débito,Banco B,41074.72
6,1595,Débito,Banco C,27651.98
190,823,Crédito,Banco C,41654.03
1589,2024,Débito,Banco A,41118.73
1673,654,Crédito,Banco C,14622.14
1861,675,Crédito,Banco B,18088.64
1113,453,Débito,Banco C,8874.23
1134,375,Crédito,Banco C,46064.7
1063,545,Crédito,Banco A,41072.84
1375,1134,Crédito,Banco A,8534.92
2766,543,Crédito,Banco A,35372.82
484,561,Crédito,Banco A,9094.87
2965,2067,Crédito,Banco B,36953.22
836,987,Débito,Banco B,19955.29
2,2087,Débito,Banco C,41227.48
519,2290,Débito,Banco C,7516.14
259,1855,Crédito,Banco C,44926.6
1510,2155,Débito,Banco A,8847.43
2911,120,Crédito,Banco C,18326.15
2385,2318,Débito,Banco B,9509.11
1793,2059,Crédito,Banco B,47467.81
2728,1075,Crédito,Banco A,3387.26
2201,520,Crédito,Banco C,30942.56
26,547,Crédito,Banco C,45640.29
2236,1224,Débito,Banco C,16494.04
1856,1191,Crédito,Banco C,42041.26
1021,2168,Crédito,Banco A,10997.88
499,170,Débito,Banco A,45437.51
276,1460,Crédito,Banco B,2443.98
2295,100,Débito,Banco B,22326.6
2805,2004,Crédito,Banco B,4908.99
2836,2631,Crédito,Banco C,11295.1
983,8,Crédito,Banco B,30398.4
100,430,Crédito,Banco C,1201.44
715,559,Débito,Banco C,47045.42
946,1301,Crédito,Banco C,16596.5
378,1523,Crédito,Banco A,7908.43
2644,720,Débito,Banco A,38940.12
740,940,Crédito,Banco C,8596.44
2894,2952,Débito,Banco A,24574.78
1824,263,Débito,Banco C,43469.63
2804,1068,Débito,Banco A,39053.48
2879,2589,Crédito,Banco A,40991.55
2236,158,Débito,Banco C,1342.57
509,427,Débito,Banco A,47419.7
1529,1806,Débito,Banco A,17320.71
26,304,Débito,Banco C,12345.55
450,2842,Débito,Banco B,38652.22
764,2979,Débito,Banco A,38782.98
1240,2115,Débito,Banco A,27741.71
220,764,Débito,Banco A,25753.74
1804,2809,Débito,Banco B,33407.76
1993,186,Crédito,Banco A,4460.82
1401,1757,Crédito,Banco B,43322.92
1300,1596,Débito,Banco B,4266.94
240,2035,Débito,Banco B,32859.75
1348,1347,Crédito,Banco C,45489.26
2400,1257,Débito,Banco B,22753.08
1536,1269,Crédito,Banco B,36035.33
1040,2951,Débito,Banco A,23788.47
836,2110,Débito,Banco C,8895.71
156,331,Débito,Banco A,23538.05
2787,1940,Débito,Banco A,23972.53
2138,1975,Débito,Banco C,10588.93
741,2437,Crédito,Banco B,34426.67
2787,658,Crédito,Banco B,33064.14
1408,2710,Débito,Banco A,27327.89
2248,2998,Débito,Banco A,46073.31
1297,1347,Crédito,Banco B,22524.83
2306,2736,Débito,Banco B,16731.49
2723,2617,Crédito,Banco B,44827.01
2958,841,Crédito,Banco A,3458.54
668,1302,Crédito,Banco A,44037.89
1388,2588,Débito,Banco A,49558.55
1966,2212,Débito,Banco A,28508.28
2428,878,Crédito,Banco A,48079.83
2055,1682,Crédito,Banco B,22741.28
2861,2321,Crédito,Banco C,8798.33
784,1222,Débito,Banco A,23801.72
501,2271,Crédito,Banco B,26166.12
595,658,Débito,Banco A,49494.25
638,882,Crédito,Banco C,45455.82
2543,85,Débito,Banco A,35931.57
1305,1035,Crédito,Banco A,27766.96
2169,1301,Crédito,Banco B,15910.38
2135,1450,Crédito,Banco A,9136.57
2974,2046,Crédito,Banco C,4410.55
484,126,Crédito,Banco B,31278.95
2621,1935,Crédito,Banco C,21140.44
1285,1538,Débito,Banco C,6482.78
1328,485,Crédito,Banco A,15631.64
2529,1148,Débito,Banco B,44897.25
1486,541,Débito,Banco C,13181.92
87,649,Débito,Banco C,17798.18
515,674,Débito,Banco A,23285.84
2572,2128,Débito,Banco B,19714.19
2622,2234,Débito,Banco B,16460.08
1505,461,Débito,Banco A,19610.95
2992,532,Débito,Banco C,17265.53
321,474,Crédito,Banco B,22744.22
501,2599,Débito,Banco B,22674.18
1414,2672,Crédito,Banco A,31680.9
2341,1736,Débito,Banco C,3436.34
996,2509,Crédito,Banco B,32505.66
1422,1750,Débito,Banco A,18886.82
1054,474,Crédito,Banco A,37146.63
177,918,Débito,Banco A,4691.61
1507,537,Crédito,Banco A,41331.64
367,2649,Crédito,Banco A,21015.74
580,2634,Crédito,Banco C,24222.02
2147,950,Débito,Banco C,18992.12
2999,2860,Débito,Banco B,37429.69
1920,1689,Débito,Banco C,7507.21
320,2333,Débito,Banco B,34954.5
1500,1066,Crédito,Banco C,36111.37
2330,82,Débito,Banco B,14908.44
2833,1970,Débito,Banco A,35119.87
429,1326,Débito,Banco C,36062.13
48,1926,Crédito,Banco A,913.43
1039,72,Crédito,Banco A,32920.48
1538,490,Crédito,Banco C,33300.97
1030,2144,Débito,Banco C,2077.83
1721,2495,Débito,Banco C,36918.42
2966,2909,Débito,Banco A,28889.36
2944,2599,Crédito,Banco B,31410.16
2800,1988,Débito,Banco A,11373.75
1249,923,Débito,Banco B,28678.87
1968,1820,Crédito,Banco C,40490.06
604,2007,Crédito,Banco B,9026.03
1478,1408,Débito,Banco C,3287.16
736,921,Crédito,Banco A,8359.55
1447,1640,Débito,Banco C,27100.77
2194,2627,Débito,Banco C,45686.33
914,1084,Crédito,Banco C,30997.54
1547,1632,Crédito,Banco B,24842.1
1361,936,Crédito,Banco A,30590.4
2941,9,Débito,Banco A,12841.19
1317,2383,Crédito,Banco A,26569.59
1639,2942,Débito,Banco C,47070.87
2424,177,Débito,Banco C,4630.9
1022,823,Débito,Banco A,44413.78
1492,1730,Débito,Banco A,4887.3
1574,2283,Débito,Banco C,16762.74
2746,732,Crédito,Banco B,26131.95
8,2669,Débito,Banco B,17456.9
1309,1186,Débito,Banco B,26593.39
1709,1877,Débito,Banco B,12575.2
1813,955,Crédito,Banco A,40327.42
2712,1909,Crédito,Banco C,22312.7
1513,911,Débito,Banco B,29578.74
718,284,Crédito,Banco C,22281.56
2714,2752,Crédito,Banco A,1539.87
2847,2403,Crédito,Banco C,35152.3
332,1400,Débito,Banco C,37554.46
1491,478,Débito,Banco C,42478.93
1986,1715,Débito,Banco A,14455.5
198,584,Crédito,Banco B,23319.47
427,894,Crédito,Banco C,8992.03
2874,1441,Crédito,Banco C,12914.25
485,192,Débito,Banco A,16964.73
1749,1055,Crédito,Banco C,40662.27
413,2198,Débito,Banco A,6421.57
2734,2837,Débito,Banco B,39011.8
1967,2898,Débito,Banco C,27642.79
1658,1454,Crédito,Banco B,21464.29
2271,98,Crédito,Banco C,30932.45
1941,579,Débito,Banco A,6124.17
319,1831,Crédito,Banco C,42953.11
2455,2829,Débito,Banco B,33541.81
1184,1921,Débito,Banco C,35770.69
312,2068,Débito,Banco B,12285.26
2412,130,Débito,Banco A,19308.69
1449,2674,Crédito,Banco C,7162.33
1399,513,Crédito,Banco C,20694.39
2709,2893,Débito,Banco C,24276.88
1507,599,Débito,Banco A,17907.14
1268,324,Crédito,Banco C,48754.31
368,560,Débito,Banco A,22290.69
2564,1990,Débito,Banco B,28298.72
855,2033,Crédito,Banco C,31950.62
1525,724,Débito,Banco C,34710.9
305,1832,Crédito,Banco A,15279.7
308,1475,Débito,Banco B,46687.5
2842,2848,Débito,Banco A,37668.53
