Cliente_ID_1,Cliente_ID_2,Fecha_Registro,Tipo_Recomendación,Nivel_Confianza
955,1987,2023-04-15,Familiar,Alto
496,1878,2020-07-21,Amigo,Medio
1622,2326,2023-09-13,Familiar,Medio
1185,1193,2022-10-24,Amigo,Bajo
1205,983,2023-05-12,Familiar,Alto
2270,1774,2021-05-30,Familiar,Medio
276,554,2021-10-21,Amigo,Medio
2733,2183,2023-11-25,Familiar,Medio
1157,992,2020-08-29,Amigo,Medio
142,277,2023-06-29,Familiar,Medio
2083,956,2023-09-09,Amigo,Bajo
1043,1217,2021-01-12,Familiar,Alto
768,2008,2023-10-15,Familiar,Alto
946,333,2023-06-28,Amigo,Alto
2085,214,2020-03-20,Amigo,Alto
2744,591,2023-08-31,Amigo,Alto
234,913,2023-12-06,Familiar,Medio
1704,2938,2022-02-20,Amigo,Alto
747,2274,2023-05-21,Amigo,Medio
2917,1212,2021-01-12,Amigo,Alto
2406,2749,2023-04-25,Familiar,Alto
1884,11,2020-08-17,Familiar,Alto
2073,2699,2023-10-11,Familiar,Alto
1332,1720,2021-11-02,Familiar,Alto
574,2108,2023-03-06,Familiar,Alto
2209,2978,2023-12-22,Familiar,Bajo
2976,2375,2021-04-16,Amigo,Bajo
1279,496,2022-10-04,Familiar,Alto
2249,2725,2021-09-12,Familiar,Alto
1520,2432,2020-06-19,Amigo,Bajo
78,2893,2022-01-14,Familiar,Medio
639,2558,2020-02-16,Familiar,Bajo
2325,16,2021-01-24,Familiar,Bajo
2163,2591,2022-12-04,Amigo,Alto
2628,251,2021-12-04,Amigo,Alto
2148,2025,2023-11-09,Amigo,Bajo
625,2848,2022-05-31,Amigo,Medio
1698,1855,2021-12-15,Familiar,Bajo
2377,919,2023-06-07,Familiar,Bajo
1498,1428,2022-07-24,Familiar,Bajo
2312,562,2022-10-24,Familiar,Bajo
1086,2973,2022-09-24,Familiar,Bajo
2121,1619,2022-07-21,Amigo,Bajo
2658,2063,2023-05-03,Amigo,Bajo
1783,1575,2022-01-27,Amigo,Medio
2945,324,2020-07-18,Familiar,Alto
1095,2207,2020-03-16,Amigo,Bajo
647,706,2021-01-06,Amigo,Medio
2809,418,2022-05-06,Familiar,Medio
948,1442,2020-09-05,Familiar,Bajo
277,1074,2023-11-24,Amigo,Medio
437,1011,2020-02-04,Familiar,Bajo
2306,2869,2021-11-29,Amigo,Bajo
1897,2116,2023-05-21,Familiar,Medio
2264,1121,2021-10-06,Familiar,Bajo
610,1230,2021-04-25,Amigo,Bajo
2148,815,2023-06-04,Familiar,Medio
53,194,2020-10-02,Amigo,Alto
1591,1935,2021-07-08,Amigo,Medio
2612,1278,2021-12-07,Amigo,Bajo
136,2855,2021-07-22,Amigo,Bajo
820,911,2021-12-23,Amigo,Bajo
601,2100,2022-06-26,Familiar,Alto
2509,2902,2022-03-28,Amigo,Bajo
759,2066,2021-06-23,Amigo,Bajo
2891,1348,2021-05-21,Familiar,Medio
2627,1520,2021-07-07,Familiar,Medio
241,1108,2022-03-10,Familiar,Alto
2073,636,2022-09-24,Familiar,Medio
80,1926,2022-02-16,Familiar,Medio
1644,2896,2022-08-15,Familiar,Medio
2002,287,2021-08-02,Amigo,Bajo
1732,1239,2020-05-23,Familiar,Bajo
485,2864,2022-03-16,Amigo,Alto
2259,261,2020-01-04,Amigo,Medio
1138,2669,2022-10-11,Familiar,Medio
749,394,2022-03-12,Familiar,Bajo
1351,1460,2021-10-13,Amigo,Alto
1256,545,2020-06-03,Amigo,Alto
1959,466,2021-06-12,Amigo,Alto
1294,1431,2023-01-23,Familiar,Alto
2864,2450,2023-12-27,Familiar,Bajo
2886,1561,2023-03-04,Familiar,Alto
1342,1924,2020-10-06,Amigo,Alto
761,2462,2020-07-25,Familiar,Bajo
240,266,2021-09-09,Amigo,Medio
1529,2554,2020-11-11,Familiar,Alto
1527,2760,2023-01-09,Amigo,Alto
1200,2519,2023-02-05,Familiar,Bajo
2203,2242,2023-05-23,Familiar,Alto
1983,519,2022-05-01,Familiar,Medio
728,148,2021-01-25,Amigo,Bajo
626,1600,2021-11-01,Familiar,Bajo
1762,1944,2022-08-21,Amigo,Alto
1520,2061,2022-10-09,Familiar,Medio
1035,1011,2022-12-27,Familiar,Alto
2478,2255,2022-11-02,Amigo,Alto
2307,662,2022-10-11,Amigo,Bajo
931,475,2020-05-04,Familiar,Alto
1584,1472,2020-12-02,Amigo,Medio
1851,1186,2023-08-24,Amigo,Alto
1440,510,2023-06-16,Amigo,Bajo
2477,188,2022-02-12,Amigo,Bajo
12,1270,2020-05-11,Amigo,Medio
1952,1497,2021-04-05,Amigo,Medio
2147,1581,2022-07-24,Familiar,Bajo
219,726,2022-06-26,Familiar,Alto
2040,2738,2022-05-22,Amigo,Medio
1686,1273,2023-06-25,Amigo,Alto
1446,2116,2022-11-01,Amigo,Medio
2945,1902,2020-08-07,Amigo,Alto
727,2058,2021-08-10,Familiar,Alto
1649,301,2021-11-13,Amigo,Bajo
1165,1984,2020-05-10,Familiar,Medio
332,2737,2020-01-30,Amigo,Bajo
187,643,2020-12-03,Amigo,Alto
283,226,2022-12-19,Amigo,Medio
1992,447,2020-11-22,Familiar,Alto
2059,1276,2021-04-24,Amigo,Medio
2124,1219,2022-01-10,Amigo,Alto
952,1289,2023-10-27,Amigo,Alto
1149,723,2022-06-25,Amigo,Alto
392,1424,2023-11-27,Familiar,Medio
1560,1793,2022-07-23,Amigo,Medio
798,1661,2020-12-23,Amigo,Medio
2356,968,2021-03-11,Familiar,Alto
2514,2082,2020-03-02,Amigo,Alto
2387,1638,2023-12-12,Amigo,Bajo
2102,1398,2020-04-05,Familiar,Medio
1105,1656,2020-10-24,Familiar,Bajo
329,892,2022-03-15,Amigo,Alto
2443,2924,2020-10-06,Familiar,Alto
2759,1720,2021-06-16,Amigo,Medio
2715,2,2022-08-27,Amigo,Medio
2621,495,2020-02-07,Amigo,Alto
2757,666,2022-01-25,Amigo,Alto
534,1024,2022-11-15,Familiar,Alto
1206,947,2023-04-29,Amigo,Alto
2219,1939,2020-07-15,Familiar,Medio
618,1406,2022-05-23,Familiar,Bajo
2145,63,2022-05-28,Amigo,Alto
484,2465,2021-11-10,Amigo,Medio
1757,133,2021-01-07,Amigo,Medio
1146,1967,2023-05-20,Amigo,Bajo
2669,2904,2023-05-12,Amigo,Medio
995,2853,2023-12-23,Familiar,Alto
2963,1282,2023-08-14,Familiar,Bajo
2836,633,2023-12-25,Familiar,Medio
263,2200,2020-01-24,Amigo,Bajo
1092,2790,2020-02-02,Amigo,Bajo
2057,2929,2023-01-05,Familiar,Alto
1544,1193,2022-06-26,Familiar,Medio
2501,2377,2023-02-17,Amigo,Medio
2450,131,2023-08-07,Familiar,Medio
2379,874,2021-10-11,Amigo,Alto
473,1540,2020-01-15,Familiar,Medio
2358,2376,2022-08-20,Familiar,Alto
1261,2858,2021-11-17,Amigo,Alto
1546,2867,2020-02-20,Familiar,Medio
1763,422,2022-12-25,Familiar,Bajo
838,186,2021-07-10,Amigo,Alto
49,2790,2021-05-18,Amigo,Bajo
321,1439,2021-01-02,Amigo,Medio
22,1049,2021-12-11,Familiar,Bajo
563,625,2021-02-19,Amigo,Medio
2474,613,2021-06-08,Familiar,Alto
2331,2516,2021-08-26,Amigo,Medio
2690,43,2021-11-22,Amigo,Medio
2742,2398,2021-04-20,Amigo,Bajo
925,2288,2021-03-05,Amigo,Medio
210,1132,2022-11-18,Familiar,Alto
538,1145,2022-03-28,Amigo,Medio
2185,1988,2022-12-08,Amigo,Medio
1780,1087,2020-01-31,Familiar,Alto
2322,129,2021-07-29,Amigo,Medio
117,1124,2022-02-26,Amigo,Bajo
631,2512,2022-08-08,Amigo,Bajo
2592,1145,2020-01-29,Familiar,Bajo
770,2035,2020-12-12,Familiar,Bajo
793,2277,2021-08-11,Amigo,Alto
874,1710,2023-10-22,Amigo,Medio
736,362,2021-01-28,Amigo,Medio
1755,378,2020-11-06,Amigo,Bajo
2412,1947,2023-07-26,Amigo,Medio
1222,2855,2023-03-20,Familiar,Bajo
1593,880,2023-07-04,Familiar,Alto
1954,2092,2021-01-17,Amigo,Alto
2772,249,2023-10-10,Amigo,Alto
2738,63,2021-07-28,Amigo,Bajo
612,2281,2021-06-19,Familiar,Alto
2292,2836,2023-09-13,Familiar,Medio
985,2309,2020-11-20,Amigo,Alto
2477,1264,2020-07-28,Amigo,Medio
1073,2706,2021-03-22,Familiar,Medio
687,2286,2021-04-03,Amigo,Alto
2700,549,2020-11-22,Familiar,Bajo
1571,1775,2021-07-28,Amigo,Alto
607,1794,2022-09-27,Familiar,Bajo
687,2397,2023-10-02,Amigo,Medio
442,2087,2022-12-02,Amigo,Bajo
808,2794,2021-03-22,Familiar,Bajo
1982,2926,2023-05-23,Familiar,Bajo
501,2024,2021-07-16,Amigo,Alto
450,1192,2022-02-15,Familiar,Bajo
2496,2549,2022-06-02,Amigo,Bajo
587,2619,2023-08-21,Familiar,Medio
582,2871,2020-09-12,Amigo,Medio
1313,1282,2020-11-01,Amigo,Medio
2648,2371,2021-01-13,Familiar,Medio
2659,1752,2020-06-05,Amigo,Bajo
2953,537,2021-12-27,Amigo,Alto
1689,382,2023-01-01,Amigo,Bajo
2767,1160,2023-03-23,Familiar,Alto
2297,2806,2020-08-30,Familiar,Alto
425,1198,2020-08-05,Familiar,Alto
2280,1250,2021-08-20,Familiar,Alto
1875,1115,2022-03-03,Familiar,Medio
2904,2999,2022-12-19,Amigo,Medio
883,107,2023-01-15,Amigo,Medio
2283,1420,2022-07-03,Familiar,Bajo
1286,1368,2023-03-07,Amigo,Alto
1835,131,2020-11-20,Amigo,Alto
102,2568,2023-12-11,Amigo,Bajo
1019,892,2022-08-18,Amigo,Bajo
2384,2513,2021-12-30,Familiar,Bajo
1841,1004,2022-04-26,Amigo,Bajo
491,1449,2022-02-25,Amigo,Alto
2837,218,2020-07-16,Familiar,Bajo
1108,2249,2021-09-04,Amigo,Bajo
1366,655,2022-06-30,Familiar,Alto
763,1127,2020-12-15,Amigo,Alto
1810,746,2021-06-14,Familiar,Bajo
630,2112,2023-12-31,Amigo,Medio
913,2432,2022-05-23,Amigo,Medio
1099,1542,2021-11-29,Amigo,Alto
1535,781,2022-09-02,Familiar,Alto
626,1452,2020-06-20,Amigo,Medio
1689,1090,2021-09-06,Familiar,Medio
1213,2344,2022-03-02,Familiar,Alto
2471,1701,2020-02-12,Amigo,Alto
2673,2469,2020-10-25,Familiar,Alto
1261,1989,2023-07-23,Familiar,Bajo
1724,2448,2021-08-29,Amigo,Bajo
1603,1557,2022-02-21,Familiar,Alto
592,711,2023-10-21,Amigo,Medio
236,2370,2021-09-15,Amigo,Alto
570,81,2021-01-18,Familiar,Alto
1740,1318,2023-09-21,Familiar,Medio
1732,861,2021-07-31,Familiar,Bajo
2412,1979,2021-12-19,Amigo,Medio
106,1042,2022-06-19,Amigo,Alto
1493,723,2021-08-16,Amigo,Medio
2787,937,2021-03-16,Amigo,Bajo
1088,1799,2023-04-24,Familiar,Alto
2697,2919,2020-10-20,Amigo,Medio
2657,164,2022-05-06,Familiar,Medio
591,1467,2022-06-29,Amigo,Bajo
660,370,2021-09-20,Amigo,Medio
212,32,2020-04-21,Familiar,Medio
1361,890,2022-06-03,Familiar,Medio
2606,1393,2022-11-27,Familiar,Bajo
474,1229,2023-01-10,Amigo,Alto
2738,1066,2020-12-02,Familiar,Bajo
1528,614,2020-02-02,Familiar,Bajo
2636,1291,2022-05-03,Familiar,Alto
1684,2120,2021-11-01,Amigo,Alto
2947,2442,2023-06-09,Amigo,Bajo
2207,2375,2022-02-12,Amigo,Medio
226,2318,2021-02-20,Familiar,Bajo
1785,2358,2020-03-22,Familiar,Bajo
368,2536,2020-04-10,Familiar,Bajo
1622,808,2021-11-09,Amigo,Medio
554,882,2023-06-06,Amigo,Medio
1488,434,2022-01-06,Familiar,Alto
1013,2435,2022-04-22,Amigo,Medio
2724,1081,2022-05-14,Familiar,Alto
2520,2008,2020-07-09,Familiar,Bajo
750,2813,2023-07-18,Familiar,Alto
1593,2203,2022-12-16,Amigo,Medio
2173,428,2020-02-07,Familiar,Medio
493,1862,2021-07-02,Familiar,Alto
335,90,2023-06-29,Amigo,Medio
2892,1804,2022-10-16,Amigo,Bajo
2642,382,2020-12-20,Amigo,Alto
1785,2232,2021-05-30,Amigo,Alto
1613,169,2021-09-19,Amigo,Medio
393,109,2023-09-02,Amigo,Bajo
2295,2031,2021-08-01,Familiar,Bajo
898,1110,2023-04-12,Amigo,Medio
1621,2079,2021-09-08,Amigo,Medio
2908,1922,2023-06-01,Familiar,Alto
592,1973,2020-05-10,Amigo,Medio
233,1780,2022-11-26,Amigo,Bajo
1707,1360,2023-05-25,Amigo,Alto
699,2089,2023-06-26,Familiar,Alto
1097,2789,2022-01-25,Amigo,Alto
1652,121,2020-11-12,Amigo,Bajo
1638,1001,2021-12-03,Amigo,Bajo
2876,2105,2023-12-18,Familiar,Alto
2398,2345,2021-09-05,Familiar,Alto
1595,1037,2022-11-02,Amigo,Medio
170,433,2021-12-19,Amigo,Medio
48,1281,2020-09-23,Amigo,Alto
208,220,2021-06-24,Familiar,Medio
1188,1010,2021-03-06,Familiar,Medio
854,1861,2023-05-13,Amigo,Medio
2219,1317,2022-07-22,Familiar,Bajo
2593,246,2020-09-25,Amigo,Medio
293,2702,2022-08-20,Familiar,Alto
888,2216,2021-02-05,Amigo,Medio
2202,2553,2023-08-27,Familiar,Alto
148,1589,2021-05-18,Amigo,Alto
1729,1264,2023-07-13,Familiar,Medio
1861,1273,2023-07-03,Familiar,Medio
263,1907,2023-06-23,Familiar,Medio
2133,850,2021-05-08,Amigo,Medio
529,1935,2021-03-05,Amigo,Medio
2596,1457,2022-03-21,Familiar,Bajo
220,2229,2020-12-12,Familiar,Bajo
1039,21,2020-04-04,Familiar,Bajo
987,132,2023-04-17,Amigo,Alto
1292,1473,2022-03-20,Amigo,Bajo
2150,115,2020-09-12,Amigo,Medio
2024,1531,2023-01-07,Familiar,Bajo
1490,1585,2023-12-09,Familiar,Bajo
1664,2014,2023-07-25,Amigo,Medio
385,2080,2022-04-18,Amigo,Alto
2020,105,2023-10-10,Amigo,Alto
1173,1741,2021-01-16,Amigo,Alto
2018,2937,2020-07-26,Familiar,Medio
976,2522,2023-01-14,Familiar,Bajo
764,567,2023-07-24,Familiar,Medio
1305,1287,2022-09-08,Familiar,Bajo
2355,741,2022-12-02,Familiar,Medio
2492,2117,2022-09-14,Familiar,Bajo
1939,2568,2020-06-04,Amigo,Alto
288,610,2023-01-18,Familiar,Medio
285,2093,2023-04-10,Amigo,Medio
1834,744,2020-11-28,Familiar,Bajo
2267,729,2023-04-28,Amigo,Medio
1009,173,2020-06-07,Familiar,Alto
188,40,2022-09-05,Familiar,Medio
1126,321,2020-01-13,Amigo,Bajo
681,1371,2023-12-15,Familiar,Alto
1735,2859,2023-07-15,Familiar,Alto
1943,2436,2023-10-30,Familiar,Alto
2760,1757,2022-02-10,Familiar,Alto
1305,327,2023-10-06,Amigo,Alto
1454,2426,2021-10-27,Amigo,Medio
395,2654,2023-03-22,Familiar,Bajo
478,514,2021-07-12,Amigo,Medio
2319,1446,2023-10-30,Amigo,Alto
1861,723,2022-05-07,Amigo,Alto
2086,2217,2022-11-27,Familiar,Bajo
2612,1332,2023-07-05,Familiar,Medio
2137,2798,2020-07-20,Amigo,Medio
1873,2337,2020-03-26,Amigo,Medio
2263,1610,2020-02-20,Familiar,Alto
11,1152,2023-10-19,Familiar,Medio
2314,1827,2020-06-22,Familiar,Medio
2276,2921,2023-09-30,Amigo,Bajo
1615,101,2021-08-18,Familiar,Alto
2920,1382,2022-06-27,Amigo,Alto
1883,1793,2023-09-15,Familiar,Alto
1779,1977,2022-02-17,Amigo,Medio
1535,1838,2023-03-05,Familiar,Alto
2611,2419,2022-05-15,Familiar,Alto
1536,1058,2021-03-15,Amigo,Alto
453,1471,2023-11-08,Amigo,Alto
2553,2075,2023-03-13,Amigo,Medio
1039,2231,2022-01-16,Familiar,Bajo
2083,2280,2021-12-06,Amigo,Medio
429,409,2023-04-15,Familiar,Medio
1491,1748,2023-08-16,Amigo,Alto
1899,1286,2023-06-01,Familiar,Bajo
731,2845,2022-07-01,Familiar,Alto
487,703,2020-05-18,Amigo,Alto
724,542,2022-09-21,Amigo,Alto
2830,557,2023-03-24,Familiar,Medio
276,519,2022-04-08,Familiar,Medio
1328,1776,2023-07-31,Amigo,Bajo
1655,2046,2020-08-17,Familiar,Alto
53,433,2023-06-02,Familiar,Medio
763,2650,2023-12-01,Amigo,Bajo
201,1800,2020-12-27,Amigo,Bajo
383,404,2023-01-15,Amigo,Alto
1761,1844,2021-09-04,Amigo,Alto
1422,1725,2023-09-27,Amigo,Bajo
1813,2623,2022-11-24,Amigo,Alto
605,2381,2020-09-22,Amigo,Alto
1631,312,2021-04-18,Familiar,Bajo
496,2489,2022-01-26,Familiar,Medio
1200,1721,2022-04-13,Familiar,Medio
353,935,2023-01-09,Amigo,Bajo
2209,165,2021-08-20,Familiar,Alto
1334,2278,2022-07-16,Familiar,Alto
1415,671,2022-04-01,Amigo,Bajo
2339,2137,2021-06-06,Amigo,Alto
2971,2886,2022-01-05,Familiar,Alto
1514,300,2022-10-30,Amigo,Alto
1345,130,2021-08-01,Familiar,Alto
2517,347,2023-10-24,Familiar,Alto
1377,1269,2023-12-15,Amigo,Medio
1249,2950,2020-02-26,Amigo,Bajo
2575,2743,2023-09-21,Familiar,Medio
1742,715,2021-12-02,Amigo,Bajo
1624,1055,2022-03-16,Amigo,Bajo
619,2132,2023-01-18,Amigo,Medio
1871,163,2021-03-06,Familiar,Bajo
2595,1377,2021-10-15,Amigo,Alto
1007,8,2020-02-15,Amigo,Bajo
2971,1986,2021-06-12,Familiar,Alto
1738,2979,2023-09-18,Familiar,Medio
1206,1819,2020-09-04,Familiar,Bajo
2721,1250,2020-10-24,Familiar,Bajo
1374,1227,2020-03-24,Familiar,Bajo
2878,1791,2022-05-19,Familiar,Alto
513,1997,2022-10-22,Amigo,Alto
57,2471,2023-03-15,Familiar,Medio
1084,1873,2020-03-17,Familiar,Alto
2623,2063,2022-12-04,Familiar,Alto
1819,2211,2020-12-17,Amigo,Alto
297,481,2021-06-23,Familiar,Alto
2872,206,2023-12-17,Amigo,Medio
2188,1445,2023-05-17,Familiar,Bajo
118,2363,2023-12-30,Amigo,Medio
71,1836,2023-10-08,Amigo,Medio
525,1402,2022-04-10,Amigo,Bajo
670,1776,2022-08-13,Familiar,Medio
2748,2751,2021-11-04,Amigo,Alto
2012,2424,2020-08-25,Amigo,Medio
124,2487,2022-04-23,Amigo,Alto
1360,1462,2022-07-28,Familiar,Alto
1966,2593,2023-04-03,Amigo,Bajo
450,2979,2020-12-29,Familiar,Medio
1288,1743,2021-07-24,Amigo,Alto
2803,1423,2023-03-23,Familiar,Bajo
254,56,2023-05-12,Amigo,Medio
2692,82,2021-10-22,Familiar,Alto
1435,705,2020-07-16,Familiar,Bajo
2985,708,2020-11-24,Amigo,Medio
2829,2857,2020-12-20,Familiar,Alto
2736,520,2021-11-30,Amigo,Medio
483,2019,2022-02-04,Amigo,Medio
424,491,2023-11-09,Amigo,Bajo
1024,1228,2020-07-26,Amigo,Medio
191,24,2021-07-26,Familiar,Alto
1796,1689,2022-01-20,Familiar,Medio
2818,861,2022-03-18,Amigo,Alto
2979,2226,2020-05-07,Familiar,Alto
1900,390,2022-08-24,Familiar,Bajo
2458,1665,2021-09-25,Familiar,Bajo
1492,1913,2021-06-05,Familiar,Medio
575,360,2023-11-05,Familiar,Alto
235,1676,2022-10-24,Amigo,Alto
115,2222,2022-04-10,Familiar,Bajo
2374,478,2023-06-30,Familiar,Alto
1011,1614,2020-08-29,Amigo,Bajo
1710,1150,2021-02-20,Amigo,Medio
1814,1314,2022-01-29,Amigo,Bajo
1922,959,2023-01-15,Familiar,Bajo
1081,1773,2023-11-15,Amigo,Medio
1663,116,2022-02-28,Amigo,Medio
2243,1583,2020-09-05,Familiar,Alto
469,1248,2023-03-09,Familiar,Alto
1740,2800,2021-01-23,Familiar,Alto
2513,1422,2021-07-23,Amigo,Bajo
1332,1859,2023-05-08,Amigo,Medio
1963,2050,2022-08-28,Familiar,Medio
544,1379,2022-08-03,Amigo,Alto
44,1595,2023-12-05,Familiar,Medio
1798,2303,2020-04-30,Amigo,Bajo
747,1799,2020-05-30,Amigo,Alto
50,431,2023-08-22,Amigo,Medio
651,2286,2021-08-11,Amigo,Medio
1408,2055,2022-04-11,Familiar,Medio
2154,945,2023-03-13,Familiar,Medio
807,2208,2023-01-18,Familiar,Alto
2360,363,2020-07-24,Amigo,Medio
365,1,2021-12-03,Amigo,Bajo
1876,2462,2020-02-24,Familiar,Alto
727,1077,2022-06-03,Familiar,Bajo
932,1841,2020-05-12,Familiar,Bajo
2464,1880,2021-05-20,Amigo,Alto
313,2287,2022-08-04,Amigo,Bajo
1587,1354,2021-11-11,Amigo,Alto
1386,1310,2020-10-31,Amigo,Bajo
2234,1451,2021-04-09,Familiar,Bajo
277,1211,2022-03-01,Familiar,Alto
1072,240,2021-11-17,Familiar,Alto
374,276,2022-08-03,Familiar,Bajo
1970,2092,2020-01-15,Amigo,Bajo
1467,300,2022-10-14,Familiar,Medio
1832,2436,2021-12-24,Amigo,Medio
561,9,2020-06-18,Amigo,Medio
1112,2016,2022-07-02,Familiar,Alto
24,2366,2020-09-09,Familiar,Bajo
395,2819,2022-11-23,Amigo,Medio
37,2223,2021-01-21,Familiar,Medio
233,690,2023-09-17,Amigo,Medio
72,2521,2023-10-15,Amigo,Alto
196,244,2021-04-18,Amigo,Alto
922,2556,2020-06-01,Amigo,Bajo
255,1177,2020-04-22,Amigo,Bajo
878,2473,2022-01-09,Familiar,Bajo
232,968,2022-01-04,Amigo,Medio
1333,533,2020-12-23,Amigo,Medio
706,473,2021-11-11,Amigo,Medio
2332,2311,2022-10-14,Familiar,Medio
1386,2758,2023-11-05,Amigo,Alto
484,917,2023-12-02,Amigo,Medio
632,2708,2023-07-29,Familiar,Medio
2408,2802,2023-02-01,Amigo,Bajo
913,1012,2022-10-29,Amigo,Bajo
1099,2248,2022-06-07,Familiar,Alto
1435,717,2021-07-14,Familiar,Bajo
1839,2947,2021-07-05,Amigo,Bajo
2988,1089,2020-02-21,Familiar,Medio
2220,723,2021-09-17,Familiar,Bajo
1373,925,2022-02-21,Amigo,Alto
1156,1996,2022-07-02,Familiar,Medio
598,2840,2022-12-27,Familiar,Medio
413,1648,2020-06-15,Amigo,Bajo
2239,2297,2020-07-23,Amigo,Alto
2817,2065,2021-06-13,Familiar,Bajo
761,549,2022-03-11,Familiar,Alto
2686,334,2023-10-12,Amigo,Medio
1128,2495,2021-06-07,Familiar,Bajo
981,1284,2022-09-14,Familiar,Medio
2991,449,2021-11-08,Familiar,Bajo
2182,1096,2021-01-25,Amigo,Bajo
2616,307,2023-06-01,Familiar,Bajo
1781,491,2021-10-08,Familiar,Alto
1160,2616,2023-12-17,Familiar,Alto
2115,898,2021-05-01,Amigo,Bajo
1342,852,2021-04-26,Amigo,Alto
2468,121,2020-09-14,Amigo,Medio
1203,875,2020-10-24,Familiar,Bajo
1246,53,2021-12-23,Familiar,Medio
2535,408,2023-12-17,Familiar,Bajo
519,2175,2020-02-20,Amigo,Bajo
1307,1261,2023-02-17,Amigo,Medio
2980,2113,2022-07-05,Amigo,Alto
228,2677,2022-05-23,Familiar,Bajo
969,1675,2020-08-13,Amigo,Bajo
2592,531,2021-05-29,Familiar,Alto
973,1272,2021-10-10,Familiar,Alto
2796,1312,2023-01-11,Familiar,Medio
1952,1691,2020-05-25,Amigo,Alto
1025,719,2021-12-22,Familiar,Alto
1225,1339,2021-04-13,Familiar,Medio
2499,2346,2023-01-07,Amigo,Alto
1603,1755,2023-07-02,Amigo,Bajo
1219,634,2022-11-10,Familiar,Bajo
2112,341,2023-02-26,Amigo,Alto
2034,2602,2021-03-17,Familiar,Bajo
673,1271,2023-05-12,Familiar,Medio
1826,2383,2022-08-14,Familiar,Medio
1362,1032,2020-03-18,Familiar,Alto
1990,1273,2020-04-12,Familiar,Bajo
2976,2662,2021-09-18,Familiar,Medio
1284,989,2022-06-27,Amigo,Bajo
2046,2562,2020-10-20,Familiar,Medio
1417,2460,2021-02-19,Amigo,Bajo
2367,1222,2023-09-28,Amigo,Medio
19,331,2020-04-03,Familiar,Bajo
1273,2348,2022-02-24,Familiar,Alto
1529,2726,2023-11-05,Amigo,Bajo
1322,1277,2022-12-08,Familiar,Bajo
336,378,2023-09-28,Amigo,Medio
2351,2146,2023-01-13,Amigo,Alto
146,1211,2021-09-07,Familiar,Bajo
2862,2361,2023-05-19,Familiar,Alto
2754,266,2023-01-24,Familiar,Medio
576,189,2023-01-26,Amigo,Bajo
2112,1619,2023-07-18,Amigo,Bajo
1174,2987,2022-02-04,Amigo,Medio
727,43,2022-01-09,Familiar,Alto
223,2871,2022-10-13,Familiar,Alto
911,1610,2022-05-15,Familiar,Medio
1738,1200,2021-07-29,Familiar,Bajo
1621,2780,2022-10-06,Amigo,Medio
2722,2761,2021-05-11,Familiar,Bajo
1014,2002,2022-04-22,Familiar,Alto
1845,1659,2020-04-11,Familiar,Bajo
2735,2968,2021-02-11,Familiar,Medio
947,2227,2022-06-14,Familiar,Alto
2791,203,2021-07-30,Amigo,Medio
907,1646,2020-12-04,Familiar,Alto
2566,2863,2022-03-19,Familiar,Bajo
2877,2537,2021-05-03,Familiar,Alto
2358,1726,2020-10-25,Amigo,Alto
303,2965,2021-05-18,Amigo,Alto
2090,2991,2022-04-16,Familiar,Bajo
144,2209,2023-05-06,Amigo,Medio
300,2139,2023-04-12,Familiar,Bajo
2030,1606,2022-12-25,Amigo,Bajo
814,177,2022-12-29,Familiar,Alto
1897,2282,2023-06-08,Amigo,Bajo
540,2133,2021-12-04,Familiar,Alto
1316,847,2023-10-10,Familiar,Medio
705,617,2023-08-21,Amigo,Bajo
1411,2813,2022-06-09,Familiar,Bajo
2902,758,2023-07-19,Familiar,Bajo
2858,2325,2020-03-30,Amigo,Bajo
254,1276,2021-01-15,Amigo,Alto
809,1657,2021-07-20,Familiar,Medio
2562,1045,2023-04-30,Amigo,Bajo
973,2408,2022-05-24,Familiar,Bajo
1608,701,2021-02-28,Amigo,Alto
1489,1252,2020-07-05,Amigo,Alto
2767,1227,2023-12-06,Familiar,Bajo
1780,2858,2020-03-22,Familiar,Medio
179,1755,2022-12-15,Familiar,Medio
570,1508,2021-04-21,Amigo,Alto
1197,1334,2022-07-20,Familiar,Bajo
2366,2824,2020-10-02,Familiar,Medio
2133,1316,2022-07-09,Amigo,Bajo
1528,1685,2022-11-26,Familiar,Bajo
2966,1241,2023-08-27,Familiar,Bajo
2171,1605,2022-12-07,Familiar,Alto
2212,1265,2020-08-20,Familiar,Alto
1931,2030,2021-07-27,Amigo,Alto
74,2953,2021-03-13,Amigo,Alto
842,2183,2021-03-07,Familiar,Medio
780,1563,2020-11-30,Familiar,Alto
1113,2272,2020-09-17,Amigo,Alto
599,1363,2023-07-30,Amigo,Bajo
1463,2440,2021-11-04,Familiar,Medio
902,442,2022-03-19,Familiar,Alto
1981,1027,2021-12-17,Familiar,Alto
1496,2826,2022-07-10,Amigo,Alto
2430,1174,2023-10-06,Amigo,Alto
2563,2236,2021-06-18,Amigo,Bajo
1553,1153,2021-05-05,Familiar,Medio
478,2261,2021-06-15,Amigo,Bajo
2306,767,2022-09-24,Familiar,Bajo
2823,705,2021-03-29,Familiar,Medio
1401,822,2022-12-18,Familiar,Medio
200,798,2020-11-20,Familiar,Bajo
1176,994,2022-09-25,Familiar,Bajo
1192,1237,2023-09-04,Amigo,Bajo
2991,821,2022-05-30,Amigo,Medio
